Match_ID,Teams,Venue,Toss_Winner,Toss_Decision,Winner,Margin_Runs,Margin_Wickets,Player_of_Match
19,"['Delhi Capitals', 'Royal Challengers Bangalore']",Dubai International Cricket Stadium,Royal Challengers Bangalore,field,Delhi Capitals,59.0,,AR Patel
30,"['Rajasthan Royals', 'Royal Challengers Bangalore']",Sawai Mansingh Stadium,Rajasthan Royals,field,Royal Challengers Bangalore,46.0,,AB de Villiers
15,"['Kings XI Punjab', 'Rajasthan Royals']",Newlands,Kings XI Punjab,bat,Kings XI Punjab,27.0,,KC Sangakkara
39,"['Mumbai Indians', 'Delhi Daredevils']",Wankhede Stadium,Delhi Daredevils,bat,Mumbai Indians,,5.0,Harbhajan Singh
56,"['Delhi Capitals', 'Royal Challengers Bangalore']",Dubai International Cricket Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,7.0,KS Bharat
24,"['Royal Challengers Bangalore', 'Kings XI Punjab']",Kingsmead,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,8.0,,Yuvraj Singh
40,"['Sunrisers Hyderabad', 'Delhi Capitals']","Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,9.0,,MR Marsh
34,"['Chennai Super Kings', 'Lucknow Super Giants']","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,field,Lucknow Super Giants,,8.0,KL Rahul
56,"['Rajasthan Royals', 'Chennai Super Kings']",Sawai Mansingh Stadium,Chennai Super Kings,field,Chennai Super Kings,,4.0,BW Hilfenhaus
39,"['Rising Pune Supergiant', 'Gujarat Lions']",Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,Rising Pune Supergiant,,5.0,BA Stokes
48,"['Kings XI Punjab', 'Deccan Chargers']","Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,Kings XI Punjab,,6.0,SE Marsh
44,"['Delhi Daredevils', 'Kings XI Punjab']",Feroz Shah Kotla,Delhi Daredevils,bat,Kings XI Punjab,,7.0,PP Chawla
12,"['Chennai Super Kings', 'Rajasthan Royals']",MA Chidambaram Stadium,Rajasthan Royals,field,Chennai Super Kings,8.0,,MS Dhoni
4,"['Kings XI Punjab', 'Rising Pune Supergiant']",Holkar Cricket Stadium,Kings XI Punjab,field,Kings XI Punjab,,6.0,GJ Maxwell
67,"['Gujarat Titans', 'Royal Challengers Bangalore']","Wankhede Stadium, Mumbai",Gujarat Titans,bat,Royal Challengers Bangalore,,8.0,V Kohli
48,"['Kings XI Punjab', 'Mumbai Indians']","Punjab Cricket Association Stadium, Mohali",Mumbai Indians,field,Mumbai Indians,,7.0,LMP Simmons
10,"['Gujarat Titans', 'Delhi Capitals']","Maharashtra Cricket Association Stadium, Pune",Delhi Capitals,field,Gujarat Titans,14.0,,LH Ferguson
35,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",Eden Gardens,Kolkata Knight Riders,field,Royal Challengers Bangalore,10.0,,V Kohli
33,"['Delhi Daredevils', 'Kolkata Knight Riders']",Feroz Shah Kotla,Delhi Daredevils,field,Kolkata Knight Riders,17.0,,MK Tiwary
9,"['Mumbai Indians', 'Delhi Daredevils']",Wankhede Stadium,Delhi Daredevils,field,Delhi Daredevils,,7.0,JJ Roy
23,"['Delhi Daredevils', 'Rajasthan Royals']",Feroz Shah Kotla,Rajasthan Royals,field,Rajasthan Royals,,7.0,KK Nair
27,"['Mumbai Indians', 'Kings XI Punjab']",Brabourne Stadium,Mumbai Indians,field,Mumbai Indians,,4.0,SL Malinga
5,"['Chennai Super Kings', 'Mumbai Indians']","MA Chidambaram Stadium, Chepauk",Mumbai Indians,bat,Mumbai Indians,9.0,,KA Pollard
51,"['Delhi Capitals', 'Mumbai Indians']",Dubai International Cricket Stadium,Mumbai Indians,field,Mumbai Indians,,9.0,Ishan Kishan
26,"['Delhi Daredevils', 'Kolkata Knight Riders']",Arun Jaitley Stadium,Kolkata Knight Riders,field,Delhi Daredevils,55.0,,SS Iyer
11,"['Punjab Kings', 'Delhi Capitals']","Wankhede Stadium, Mumbai",Delhi Capitals,field,Delhi Capitals,,6.0,S Dhawan
64,"['Delhi Capitals', 'Punjab Kings']","Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Delhi Capitals,15.0,,RR Rossouw
18,"['Punjab Kings', 'Gujarat Titans']","Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Gujarat Titans,field,Gujarat Titans,,6.0,MM Sharma
48,"['Deccan Chargers', 'Kolkata Knight Riders']",New Wanderers Stadium,Deccan Chargers,field,Deccan Chargers,,6.0,RG Sharma
31,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']","Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,bat,Kolkata Knight Riders,,9.0,CV Varun
unknown,"['Sunrisers Hyderabad', 'Chennai Super Kings']",Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings,,2.0,F du Plessis
36,"['Kings XI Punjab', 'Delhi Daredevils']","Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,field,Kings XI Punjab,9.0,,MP Stoinis
unknown,"['Chennai Super Kings', 'Mumbai Indians']",Dr DY Patil Sports Academy,Chennai Super Kings,bat,Chennai Super Kings,22.0,,SK Raina
70,"['Kolkata Knight Riders', 'Mumbai Indians']",Eden Gardens,Mumbai Indians,field,Mumbai Indians,,5.0,JEC Franklin
15,"['Delhi Daredevils', 'Kings XI Punjab']",Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils,51.0,,CJ Anderson
16,"['Kolkata Knight Riders', 'Delhi Capitals']","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,bat,Kolkata Knight Riders,106.0,,SP Narine
7,"['Mumbai Indians', 'Kings XI Punjab']",Wankhede Stadium,Mumbai Indians,field,Kings XI Punjab,18.0,,GJ Bailey
58,"['Pune Warriors', 'Mumbai Indians']",Subrata Roy Sahara Stadium,Pune Warriors,bat,Mumbai Indians,,5.0,MG Johnson
10,"['Sunrisers Hyderabad', 'Lucknow Super Giants']","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,bat,Lucknow Super Giants,,5.0,KH Pandya
34,"['Sunrisers Hyderabad', 'Gujarat Lions']","Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,Sunrisers Hyderabad,,5.0,B Kumar
41,"['Mumbai Indians', 'Kolkata Knight Riders']",Eden Gardens,Kolkata Knight Riders,field,Mumbai Indians,102.0,,Ishan Kishan
44,"['Sunrisers Hyderabad', 'Chennai Super Kings']",Sharjah Cricket Stadium,Chennai Super Kings,field,Chennai Super Kings,,6.0,JR Hazlewood
23,"['Kolkata Knight Riders', 'Gujarat Lions']",Eden Gardens,Gujarat Lions,field,Gujarat Lions,,4.0,SK Raina
unknown,"['Chennai Super Kings', 'Royal Challengers Bangalore']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,58.0,,M Vijay
47,"['Kolkata Knight Riders', 'Rajasthan Royals']",Eden Gardens,Rajasthan Royals,bat,Kolkata Knight Riders,,8.0,YK Pathan
4,"['Rajasthan Royals', 'Lucknow Super Giants']","Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,Rajasthan Royals,20.0,,SV Samson
52,"['Kings XI Punjab', 'Rajasthan Royals']","Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,Kings XI Punjab,16.0,,SE Marsh
59,"['Chennai Super Kings', 'Mumbai Indians']","Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,,5.0,DR Sams
16,"['Delhi Capitals', 'Sunrisers Hyderabad']",Arun Jaitley Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,5.0,JM Bairstow
31,"['Royal Challengers Bangalore', 'Mumbai Indians']",Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,5.0,SL Malinga
19,"['Kings XI Punjab', 'Rajasthan Royals']","Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,Rajasthan Royals,31.0,,AC Voges
29,"['Chennai Super Kings', 'Pune Warriors']","MA Chidambaram Stadium, Chepauk",Pune Warriors,field,Chennai Super Kings,25.0,,MEK Hussey
54,"['Kolkata Knight Riders', 'Mumbai Indians']",Eden Gardens,Kolkata Knight Riders,field,Mumbai Indians,9.0,,AT Rayudu
30,"['Chennai Super Kings', 'Delhi Daredevils']",Maharashtra Cricket Association Stadium,Delhi Daredevils,field,Chennai Super Kings,13.0,,SR Watson
24,"['Kolkata Knight Riders', 'Kings XI Punjab']",Sheikh Zayed Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders,2.0,,KD Karthik
18,"['Rajasthan Royals', 'Kings XI Punjab']",Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,6.0,JP Faulkner
66,"['Mumbai Indians', 'Rajasthan Royals']",Wankhede Stadium,Rajasthan Royals,field,Mumbai Indians,14.0,,AP Tare
9,"['Rajasthan Royals', 'Mumbai Indians']","Sardar Patel Stadium, Motera",Mumbai Indians,bat,Rajasthan Royals,,7.0,SPD Smith
43,"['Royal Challengers Bangalore', 'Kings XI Punjab']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Kings XI Punjab,19.0,,Sandeep Sharma
54,"['Kings XI Punjab', 'Mumbai Indians']","Punjab Cricket Association Stadium, Mohali",Mumbai Indians,field,Kings XI Punjab,76.0,,BA Bhatt
48,"['Chennai Super Kings', 'Kolkata Knight Riders']","MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,bat,Chennai Super Kings,,9.0,R Ashwin
24,"['Mumbai Indians', 'Kolkata Knight Riders']",Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,6.0,RG Sharma
49,"['Chennai Super Kings', 'Punjab Kings']","MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,field,Punjab Kings,,7.0,Harpreet Brar
30,"['Sunrisers Hyderabad', 'Royal Challengers Bengaluru']","M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Sunrisers Hyderabad,25.0,,TM Head
13,"['Mumbai Indians', 'Kings XI Punjab']",Sheikh Zayed Stadium,Kings XI Punjab,field,Mumbai Indians,48.0,,KA Pollard
38,"['Chennai Super Kings', 'Kolkata Knight Riders']","MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,field,Chennai Super Kings,14.0,,MEK Hussey
48,"['Sunrisers Hyderabad', 'Kings XI Punjab']","Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,5.0,,DA Warner
9,"['Kings XI Punjab', 'Chennai Super Kings']","Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,Kings XI Punjab,,6.0,PC Valthaty
51,"['Mumbai Indians', 'Sunrisers Hyderabad']",Wankhede Stadium,Mumbai Indians,bat,unknown,,,JJ Bumrah
14,"['Mumbai Indians', 'Kolkata Knight Riders']","Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,field,Kolkata Knight Riders,,5.0,PJ Cummins
42,"['Chennai Super Kings', 'Royal Challengers Bangalore']",JSCA International Stadium Complex,Chennai Super Kings,bat,Royal Challengers Bangalore,,5.0,AB de Villiers
unknown,"['Mumbai Indians', 'Delhi Capitals']",Dubai International Cricket Stadium,Delhi Capitals,field,Mumbai Indians,57.0,,JJ Bumrah
26,"['Kolkata Knight Riders', 'Chennai Super Kings']",Eden Gardens,Kolkata Knight Riders,bat,Chennai Super Kings,,4.0,RA Jadeja
16,"['Delhi Capitals', 'Kolkata Knight Riders']",Sharjah Cricket Stadium,Kolkata Knight Riders,field,Delhi Capitals,18.0,,SS Iyer
13,"['Mumbai Indians', 'Kochi Tuskers Kerala']",Wankhede Stadium,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,,8.0,BB McCullum
19,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",Kingsmead,Kolkata Knight Riders,bat,Royal Challengers Bangalore,,5.0,MV Boucher
7,"['Royal Challengers Bangalore', 'Kings XI Punjab']",M Chinnaswamy Stadium,Kings XI Punjab,bat,Royal Challengers Bangalore,,8.0,JH Kallis
15,"['Royal Challengers Bangalore', 'Chennai Super Kings']",M Chinnaswamy Stadium,Chennai Super Kings,bat,Chennai Super Kings,13.0,,MS Dhoni
30,"['Rajasthan Royals', 'Kolkata Knight Riders']","Brabourne Stadium, Mumbai",Kolkata Knight Riders,field,Rajasthan Royals,7.0,,YS Chahal
55,"['Chennai Super Kings', 'Kings XI Punjab']",Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,field,Kings XI Punjab,,6.0,KL Rahul
53,"['Lucknow Super Giants', 'Kolkata Knight Riders']","Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,field,Lucknow Super Giants,75.0,,Avesh Khan
38,"['Royal Challengers Bangalore', 'Delhi Daredevils']",M Chinnaswamy Stadium,Delhi Daredevils,field,Royal Challengers Bangalore,16.0,,Yuvraj Singh
16,"['Royal Challengers Bangalore', 'Mumbai Indians']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Mumbai Indians,18.0,,Harbhajan Singh
22,"['Sunrisers Hyderabad', 'Kings XI Punjab']",Dubai International Cricket Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,69.0,,JM Bairstow
40,"['Royal Challengers Bangalore', 'Deccan Chargers']",M Chinnaswamy Stadium,Deccan Chargers,field,Deccan Chargers,,7.0,TL Suman
50,"['Royal Challengers Bangalore', 'Kochi Tuskers Kerala']",M Chinnaswamy Stadium,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,,9.0,CH Gayle
35,"['Gujarat Lions', 'Mumbai Indians']",Saurashtra Cricket Association Stadium,Gujarat Lions,bat,unknown,,,KH Pandya
53,"['Chennai Super Kings', 'Punjab Kings']","Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Chennai Super Kings,28.0,,RA Jadeja
26,"['Delhi Daredevils', 'Kolkata Knight Riders']",Feroz Shah Kotla,Kolkata Knight Riders,field,Delhi Daredevils,27.0,,CR Brathwaite
44,"['Delhi Capitals', 'Gujarat Titans']","Narendra Modi Stadium, Ahmedabad",Delhi Capitals,bat,Delhi Capitals,5.0,,Mohammed Shami
28,"['Royal Challengers Bangalore', 'Mumbai Indians']",New Wanderers Stadium,Mumbai Indians,bat,Royal Challengers Bangalore,,9.0,JH Kallis
25,"['Rajasthan Royals', 'Kolkata Knight Riders']","Sardar Patel Stadium, Motera",Kolkata Knight Riders,field,Rajasthan Royals,10.0,,PV Tambe
5,"['Kolkata Knight Riders', 'Chennai Super Kings']",MA Chidambaram Stadium,Chennai Super Kings,field,Chennai Super Kings,,5.0,SW Billings
7,"['Delhi Capitals', 'Chennai Super Kings']",Dubai International Cricket Stadium,Chennai Super Kings,field,Delhi Capitals,44.0,,PP Shaw
2,"['Delhi Capitals', 'Kings XI Punjab']",Dubai International Cricket Stadium,Kings XI Punjab,field,unknown,,,MP Stoinis
11,"['Delhi Daredevils', 'Chennai Super Kings']",Feroz Shah Kotla,Delhi Daredevils,field,Delhi Daredevils,,8.0,M Morkel
50,"['Chennai Super Kings', 'Sunrisers Hyderabad']",JSCA International Stadium Complex,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,6.0,DA Warner
8,"['Kings XI Punjab', 'Royal Challengers Bangalore']",Holkar Cricket Stadium,Royal Challengers Bangalore,bat,Kings XI Punjab,,8.0,AR Patel
19,"['Sunrisers Hyderabad', 'Kings XI Punjab']","Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,field,Sunrisers Hyderabad,5.0,,B Kumar
30,"['Rajasthan Royals', 'Deccan Chargers']",Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,8.0,YK Pathan
35,"['Pune Warriors', 'Deccan Chargers']",Subrata Roy Sahara Stadium,Deccan Chargers,bat,Deccan Chargers,18.0,,CL White
32,"['Delhi Daredevils', 'Kings XI Punjab']",Feroz Shah Kotla,Kings XI Punjab,field,Kings XI Punjab,,5.0,Harmeet Singh
20,"['Mumbai Indians', 'Delhi Capitals']","Wankhede Stadium, Mumbai",Delhi Capitals,field,Mumbai Indians,29.0,,R Shepherd
44,"['Royal Challengers Bangalore', 'Chennai Super Kings']",Kingsmead,Chennai Super Kings,bat,Royal Challengers Bangalore,,2.0,LRPL Taylor
60,"['Royal Challengers Bangalore', 'Rajasthan Royals']","Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,bat,Royal Challengers Bangalore,112.0,,WD Parnell
7,"['Delhi Capitals', 'Rajasthan Royals']","Wankhede Stadium, Mumbai",Rajasthan Royals,field,Rajasthan Royals,,3.0,JD Unadkat
26,"['Chennai Super Kings', 'Deccan Chargers']","MA Chidambaram Stadium, Chepauk",Deccan Chargers,field,Deccan Chargers,,7.0,AC Gilchrist
51,"['Delhi Daredevils', 'Kolkata Knight Riders']",Feroz Shah Kotla,Delhi Daredevils,bat,Kolkata Knight Riders,,6.0,JH Kallis
15,"['Chennai Super Kings', 'Kolkata Knight Riders']","Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,Chennai Super Kings,18.0,,F du Plessis
48,"['Rajasthan Royals', 'Gujarat Titans']","Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,Gujarat Titans,,9.0,Rashid Khan
14,"['Punjab Kings', 'Sunrisers Hyderabad']","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field,Sunrisers Hyderabad,,8.0,S Dhawan
52,"['Royal Challengers Bangalore', 'Delhi Daredevils']",New Wanderers Stadium,Delhi Daredevils,bat,Royal Challengers Bangalore,,7.0,JH Kallis
unknown,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']",M Chinnaswamy Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,7.0,NM Coulter-Nile
13,"['Kolkata Knight Riders', 'Delhi Daredevils']",Eden Gardens,Delhi Daredevils,field,Kolkata Knight Riders,71.0,,N Rana
20,"['Royal Challengers Bangalore', 'Delhi Daredevils']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Delhi Daredevils,17.0,,KM Jadhav
22,"['Pune Warriors', 'Sunrisers Hyderabad']",Maharashtra Cricket Association Stadium,Pune Warriors,field,Sunrisers Hyderabad,11.0,,A Mishra
63,"['Rajasthan Royals', 'Lucknow Super Giants']","Brabourne Stadium, Mumbai",Rajasthan Royals,bat,Rajasthan Royals,24.0,,TA Boult
unknown,"['Royal Challengers Bangalore', 'Lucknow Super Giants']","Eden Gardens, Kolkata",Lucknow Super Giants,field,Royal Challengers Bangalore,14.0,,RM Patidar
18,"['Kolkata Knight Riders', 'Kings XI Punjab']",Eden Gardens,Kings XI Punjab,field,Kings XI Punjab,,9.0,KL Rahul
53,"['Gujarat Lions', 'Sunrisers Hyderabad']",Green Park,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,8.0,Mohammed Siraj
25,"['Mumbai Indians', 'Chennai Super Kings']",Wankhede Stadium,Chennai Super Kings,field,Mumbai Indians,8.0,,Harbhajan Singh
18,"['Royal Challengers Bangalore', 'Chennai Super Kings']",M Chinnaswamy Stadium,Chennai Super Kings,field,Royal Challengers Bangalore,36.0,,RV Uthappa
47,"['Sunrisers Hyderabad', 'Delhi Capitals']",Dubai International Cricket Stadium,Delhi Capitals,field,Sunrisers Hyderabad,88.0,,WP Saha
22,"['Sunrisers Hyderabad', 'Kings XI Punjab']",Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,field,Kings XI Punjab,,6.0,KL Rahul
17,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']",Eden Gardens,Kolkata Knight Riders,bat,Kolkata Knight Riders,48.0,,G Gambhir
23,"['Mumbai Indians', 'Sunrisers Hyderabad']",Wankhede Stadium,Mumbai Indians,bat,Mumbai Indians,20.0,,SL Malinga
unknown,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",M Chinnaswamy Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,8.0,,BCJ Cutting
37,"['Mumbai Indians', 'Kolkata Knight Riders']",Wankhede Stadium,Kolkata Knight Riders,field,Mumbai Indians,13.0,,HH Pandya
56,"['Kolkata Knight Riders', 'Mumbai Indians']","Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,field,Kolkata Knight Riders,52.0,,JJ Bumrah
1,"['Chennai Super Kings', 'Kolkata Knight Riders']","Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,Kolkata Knight Riders,,6.0,UT Yadav
19,"['Gujarat Lions', 'Royal Challengers Bangalore']",Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bat,Gujarat Lions,,6.0,V Kohli
26,"['Kolkata Knight Riders', 'Delhi Capitals']",Eden Gardens,Delhi Capitals,field,Delhi Capitals,,7.0,S Dhawan
18,"['Kings XI Punjab', 'Royal Challengers Bangalore']",Dubai International Cricket Stadium,Kings XI Punjab,field,Kings XI Punjab,,5.0,Sandeep Sharma
25,"['Mumbai Indians', 'Delhi Daredevils']",Wankhede Stadium,Delhi Daredevils,field,Mumbai Indians,14.0,,MJ McClenaghan
7,"['Chennai Super Kings', 'Gujarat Titans']","MA Chidambaram Stadium, Chepauk, Chennai",Gujarat Titans,field,Chennai Super Kings,63.0,,S Dube
48,"['Sunrisers Hyderabad', 'Delhi Daredevils']","Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,bat,Sunrisers Hyderabad,,6.0,DJG Sammy
9,"['Kolkata Knight Riders', 'Royal Challengers Bangalore']","Eden Gardens, Kolkata",Royal Challengers Bangalore,field,Kolkata Knight Riders,81.0,,SN Thakur
unknown,"['Royal Challengers Bangalore', 'Deccan Chargers']",New Wanderers Stadium,Royal Challengers Bangalore,field,Deccan Chargers,6.0,,A Kumble
22,"['Royal Challengers Bangalore', 'Delhi Capitals']","Narendra Modi Stadium, Ahmedabad",Delhi Capitals,field,Royal Challengers Bangalore,1.0,,AB de Villiers
55,"['Chennai Super Kings', 'Delhi Capitals']","MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat,Chennai Super Kings,27.0,,RA Jadeja
unknown,"['Mumbai Indians', 'Lucknow Super Giants']","MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,bat,Mumbai Indians,81.0,,Akash Madhwal
34,"['Mumbai Indians', 'Kolkata Knight Riders']","Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,field,Kolkata Knight Riders,,7.0,SP Narine
46,"['Sunrisers Hyderabad', 'Chennai Super Kings']",Maharashtra Cricket Association Stadium,Chennai Super Kings,field,Chennai Super Kings,,8.0,AT Rayudu
12,"['Royal Challengers Bangalore', 'Mumbai Indians']",M Chinnaswamy Stadium,Mumbai Indians,field,Mumbai Indians,,4.0,KA Pollard
63,"['Kings XI Punjab', 'Royal Challengers Bangalore']",Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,bat,Kings XI Punjab,111.0,,AC Gilchrist
unknown,"['Royal Challengers Bangalore', 'Mumbai Indians']",Dr DY Patil Sports Academy,Mumbai Indians,bat,Mumbai Indians,35.0,,KA Pollard
55,"['Kings XI Punjab', 'Rajasthan Royals']","Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,Rajasthan Royals,,8.0,KK Cooper
15,"['Lucknow Super Giants', 'Royal Challengers Bengaluru']","M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Lucknow Super Giants,28.0,,MP Yadav
21,"['Lucknow Super Giants', 'Punjab Kings']","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,field,Punjab Kings,,2.0,Sikandar Raza
50,"['Royal Challengers Bangalore', 'Kings XI Punjab']",M Chinnaswamy Stadium,Kings XI Punjab,field,Royal Challengers Bangalore,82.0,,V Kohli
50,"['Mumbai Indians', 'Kings XI Punjab']",Wankhede Stadium,Kings XI Punjab,field,Mumbai Indians,3.0,,JJ Bumrah
23,"['Sunrisers Hyderabad', 'Chennai Super Kings']","Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,bat,Chennai Super Kings,,7.0,RD Gaikwad
30,"['Kolkata Knight Riders', 'Deccan Chargers']",Eden Gardens,Kolkata Knight Riders,bat,Kolkata Knight Riders,24.0,,SC Ganguly
40,"['Mumbai Indians', 'Kings XI Punjab']",Wankhede Stadium,Kings XI Punjab,field,Mumbai Indians,23.0,,KA Pollard
21,"['Mumbai Indians', 'Rajasthan Royals']",Sawai Mansingh Stadium,Mumbai Indians,bat,Rajasthan Royals,,3.0,JC Archer
21,"['Delhi Daredevils', 'Mumbai Indians']",Feroz Shah Kotla,Mumbai Indians,field,Delhi Daredevils,37.0,,SS Iyer
8,"['Rajasthan Royals', 'Kolkata Knight Riders']",Sawai Mansingh Stadium,Kolkata Knight Riders,field,Rajasthan Royals,19.0,,SK Trivedi
43,"['Kings XI Punjab', 'Sunrisers Hyderabad']",Dubai International Cricket Stadium,Sunrisers Hyderabad,field,Kings XI Punjab,12.0,,CJ Jordan
11,"['Sunrisers Hyderabad', 'Delhi Capitals']",Sheikh Zayed Stadium,Delhi Capitals,field,Sunrisers Hyderabad,15.0,,Rashid Khan
3,"['Gujarat Lions', 'Kolkata Knight Riders']",Saurashtra Cricket Association Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,10.0,CA Lynn
68,"['Chennai Super Kings', 'Rajasthan Royals']","Brabourne Stadium, Mumbai",Chennai Super Kings,bat,Rajasthan Royals,,5.0,R Ashwin
5,"['Delhi Capitals', 'Chennai Super Kings']",Arun Jaitley Stadium,Delhi Capitals,bat,Chennai Super Kings,,6.0,SR Watson
14,"['Rajasthan Royals', 'Royal Challengers Bangalore']",Sheikh Zayed Stadium,Rajasthan Royals,field,Rajasthan Royals,,6.0,PV Tambe
42,"['Royal Challengers Bangalore', 'Kings XI Punjab']",M.Chinnaswamy Stadium,Kings XI Punjab,field,Royal Challengers Bangalore,17.0,,AB de Villiers
11,"['Royal Challengers Bangalore', 'Delhi Daredevils']",M Chinnaswamy Stadium,Delhi Daredevils,field,Delhi Daredevils,,7.0,Q de Kock
5,"['Rajasthan Royals', 'Sunrisers Hyderabad']","Maharashtra Cricket Association Stadium, Pune",Sunrisers Hyderabad,field,Rajasthan Royals,61.0,,SV Samson
61,"['Kings XI Punjab', 'Deccan Chargers']","Punjab Cricket Association Stadium, Mohali",Deccan Chargers,bat,Kings XI Punjab,,4.0,DJ Hussey
53,"['Rajasthan Royals', 'Mumbai Indians']",Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,5.0,Sohail Tanvir
50,"['Kings XI Punjab', 'Royal Challengers Bangalore']","Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,field,Kings XI Punjab,22.0,,AR Patel
54,"['Kolkata Knight Riders', 'Rajasthan Royals']",Sharjah Cricket Stadium,Rajasthan Royals,field,Kolkata Knight Riders,86.0,,Shivam Mavi
23,"['Kolkata Knight Riders', 'Mumbai Indians']",Buffalo Park,Mumbai Indians,bat,Mumbai Indians,9.0,,JP Duminy
37,"['Punjab Kings', 'Gujarat Titans']","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,bat,Gujarat Titans,,3.0,R Sai Kishore
39,"['Kolkata Knight Riders', 'Gujarat Titans']","Eden Gardens, Kolkata",Gujarat Titans,field,Gujarat Titans,,7.0,J Little
25,"['Kings XI Punjab', 'Royal Challengers Bangalore']","Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,field,Royal Challengers Bangalore,,5.0,CH Gayle
